iter	Logloss
417	0.6848950007
418	0.6848920314
419	0.6848919371
420	0.6848906175
421	0.6848910888
422	0.6848892978
423	0.6848900519
424	0.6848899576
425	0.6848879781
426	0.6848882138
427	0.6848867527
428	0.6848866113
429	0.6848849617
430	0.6848866584
431	0.6848832178
432	0.6848851502
433	0.6848810969
434	0.6848801543
435	0.6848809084
436	0.6848799658
437	0.6848787875
438	0.6848777977
439	0.6848765723
440	0.6848749698
441	0.6848741215
442	0.6848724247
443	0.68487431
444	0.6848734616
445	0.6848732731
446	0.6848735088
447	0.684872142
448	0.6848719534
449	0.6848701624
450	0.6848706809
451	0.6848692669
452	0.6848720948
453	0.6848697854
454	0.6848688428
455	0.6848688428
456	0.6848703038
457	0.684866062
458	0.684865355
459	0.6848670989
460	0.6848671932
461	0.6848630927
462	0.6848670518
463	0.6848666747
464	0.6848627628
465	0.6848638468
466	0.6848648837
467	0.6848648837
468	0.6848637997
469	0.6848631399
470	0.6848625743
471	0.6848604062
472	0.6848604062
473	0.6848621501
474	0.6848630927
475	0.684863564
476	0.6848627157
477	0.6848616317
478	0.6848629985
479	0.6848622444
480	0.6848607362
481	0.6848602177
482	0.6848615374
483	0.6848579554
484	0.684858898
485	0.6848606419
486	0.6848580025
487	0.6848569185
488	0.6848569185
489	0.6848585681
490	0.6848583796
491	0.6848578611
492	0.6848556931
493	0.6848557402
494	0.6848557402
495	0.6848535251
496	0.6848546091
497	0.6848559759
498	0.6848543263
499	0.6848558345
500	0.6848523939
501	0.6848531951
502	0.6848530537
503	0.6848536664
504	0.6848539492
505	0.684853148
506	0.684853148
507	0.6848518755
508	0.6848526296
509	0.6848508857
510	0.6848528181
511	0.6848487648
512	0.6848522996
513	0.6848498488
514	0.6848498959
515	0.6848498959
516	0.6848523939
517	0.6848490476
518	0.6848512156
519	0.6848479164
520	0.6848476336
521	0.6848496131
522	0.6848495189
523	0.6848499902
524	0.6848479164
525	0.6848480578
526	0.6848475394
527	0.684846691
528	0.6848475394
529	0.6848461254
530	0.6848453713
531	0.6848469738
532	0.6848460312
533	0.6848468324
534	0.6848454656
535	0.6848454656
536	0.6848422135
537	0.6848422135
538	0.6848447115
539	0.6848438631
540	0.6848447586
541	0.6848424492
542	0.6848437689
543	0.6848440988
544	0.6848423549
545	0.6848418836
546	0.6848422606
547	0.684843816
548	0.684842732
549	0.6848407524
550	0.6848423078
551	0.6848411295
552	0.6848417422
553	0.6848399512
554	0.6848399983
555	0.6848399041
556	0.6848400455
557	0.6848403754
558	0.6848406582
559	0.6848400455
560	0.6848399983
561	0.6848412238
562	0.6848376418
563	0.6848389615
564	0.6848378774
565	0.6848392914
566	0.6848366049
567	0.6848384901
568	0.6848381131
569	0.6848364635
570	0.6848365577
571	0.6848379246
572	0.6848379246
573	0.6848352381
574	0.6848347196
575	0.6848347196
576	0.6848347196
577	0.6848347196
578	0.6848347196
579	0.6848347196
580	0.6848347196
581	0.6848347196
582	0.6848347196
583	0.6848347196
584	0.6848347196
585	0.6848347196
586	0.6848347196
587	0.6848347196
588	0.6848347196
589	0.6848346254
590	0.6848346254
591	0.6848346254
592	0.6848342012
593	0.6848342012
594	0.6848342012
595	0.6848342012
596	0.6848367934
597	0.6848359922
598	0.6848362278
599	0.6848364164
600	0.684835568
601	0.6848356623
602	0.6848376418
603	0.6848350024
604	0.6848350024
605	0.6848350967
606	0.6848362278
607	0.6848371233
608	0.6848345782
609	0.6848350967
610	0.6848354737
611	0.6848342012
612	0.684835945
613	0.6848339655
614	0.6848349082
615	0.6848351909
616	0.6848333057
617	0.6848333057
618	0.6848333057
619	0.6848333057
620	0.6848333057
621	0.6848342012
622	0.6848327401
623	0.6848327401
624	0.6848327401
625	0.6848342954
626	0.6848343426
627	0.6848330229
628	0.6848348139
629	0.6848342954
630	0.6848342483
631	0.684832693
632	0.6848335413
633	0.6848328815
634	0.684831986
635	0.6848348139
636	0.6848321274
637	0.6848322217
638	0.6848338713
639	0.684833777
640	0.684832693
641	0.684832693
642	0.6848333528
643	0.6848334942
644	0.6848320331
645	0.6848310434
646	0.6848312319
647	0.6848357094
648	0.6848313262
649	0.6848313262
650	0.6848322217
651	0.6848315147
652	0.6848328815
653	0.684831609
654	0.6848317503
655	0.6848289696
656	0.6848289696
657	0.6848289696
658	0.6848289696
659	0.6848289696
660	0.6848302893
661	0.6848306192
662	0.6848301479
663	0.6848301479
664	0.6848301479
665	0.6848301479
666	0.6848301479
667	0.6848301479
668	0.6848303835
669	0.6848303835
670	0.6848295352
671	0.6848295352
672	0.6848310434
673	0.6848297708
674	0.6848295352
675	0.684829818
676	0.6848310905
677	0.6848307606
678	0.6848307606
679	0.6848304778
680	0.6848304778
681	0.6848302421
682	0.6848297237
683	0.6848295823
684	0.6848295823
685	0.6848295823
686	0.6848300065
687	0.6848317032
688	0.6848287811
689	0.6848287811
690	0.6848308549
691	0.6848306192
692	0.6848290639
693	0.6848304778
694	0.6848294409
695	0.6848300065
696	0.6848303364
697	0.6848292524
698	0.6848275085
699	0.6848272729
700	0.6848272729
701	0.6848272729
702	0.6848272729
703	0.6848272729
704	0.6848272729
705	0.6848272729
706	0.6848272729
707	0.6848272729
708	0.6848272729
709	0.6848272729
710	0.6848272729
711	0.6848267544
712	0.6848267544
713	0.6848267544
714	0.6848267544
715	0.6848267544
716	0.6848267544
717	0.6848267544
718	0.6848267544
719	0.6848267544
720	0.6848267544
721	0.6848267544
722	0.6848267544
723	0.6848267544
724	0.6848267544
725	0.6848267544
726	0.6848267544
727	0.6848267544
728	0.6848267544
729	0.6848267544
730	0.6848267544
731	0.6848267544
732	0.6848267544
733	0.6848267544
734	0.6848267544
735	0.6848267544
736	0.6848267544
737	0.6848267544
738	0.6848267544
739	0.6848269901
740	0.6848269901
741	0.6848269429
742	0.6848269429
743	0.6848269429
744	0.6848269429
745	0.6848269429
746	0.6848269429
747	0.6848269429
748	0.6848269429
749	0.6848269429
750	0.6848269429
751	0.684828404
752	0.684828404
753	0.6848295352
754	0.6848295352
755	0.6848289225
756	0.6848290167
757	0.684828404
758	0.6848281212
759	0.6848281212
760	0.6848290167
761	0.6848283098
762	0.6848296294
763	0.6848301479
764	0.6848276499
765	0.6848290639
766	0.6848274143
767	0.6848276499
768	0.68482732
769	0.684828027
770	0.6848265188
771	0.6848265188
772	0.6848265188
773	0.6848267544
774	0.6848267544
775	0.6848267544
776	0.6848261417
777	0.6848268016
778	0.684828027
779	0.684828027
780	0.6848295823
781	0.6848271786
782	0.6848271786
783	0.6848271786
784	0.6848271786
785	0.6848265659
786	0.684828027
787	0.684828027
788	0.684829818
789	0.6848286868
790	0.6848281212
791	0.6848278384
792	0.6848286868
793	0.6848269429
794	0.6848278384
795	0.6848274614
796	0.6848274143
797	0.6848272729
798	0.6848263302
799	0.6848271315
800	0.6848261888
801	0.6848261888
802	0.6848261888
803	0.6848261888
804	0.6848267073
805	0.6848267073
806	0.6848267073
807	0.6848267073
808	0.6848273671
809	0.6848257647
810	0.6848257647
811	0.6848257647
812	0.6848257647
813	0.6848257647
814	0.6848257647
815	0.6848272729
816	0.6848271786
817	0.684828027
818	0.6848281212
819	0.6848261417
820	0.6848261417
821	0.6848281684
822	0.6848275085
823	0.6848263302
824	0.6848264245
825	0.6848259532
826	0.6848255761
827	0.6848251048
828	0.6848251048
829	0.6848251048
830	0.6848251048
831	0.6848251048
832	0.6848251048
833	0.6848264245
834	0.6848288282
835	0.6848274614
836	0.684826236
837	0.6848278384
838	0.6848257175
839	0.6848259532
840	0.6848264245
841	0.684827697
842	0.684824445
843	0.684824445
844	0.684824445
845	0.684824445
846	0.684824445
847	0.684824445
848	0.6848265188
849	0.6848260474
850	0.6848258118
851	0.6848254819
852	0.6848253876
853	0.6848253876
854	0.6848254347
855	0.6848268958
856	0.6848272729
857	0.6848273671
858	0.6848259532
859	0.6848250106
860	0.684824822
861	0.6848267073
862	0.6848256233
863	0.6848247749
864	0.6848247749
865	0.6848247749
866	0.6848243978
867	0.6848242565
868	0.6848234081
869	0.6848234081
870	0.6848234081
871	0.6848234081
872	0.6848246335
873	0.6848259061
874	0.6848267544
875	0.6848261417
876	0.6848257647
877	0.684824822
878	0.684824822
879	0.6848261417
880	0.6848258589
881	0.6848266602
882	0.684824822
883	0.6848225126
884	0.6848225126
885	0.6848225126
886	0.6848225126
887	0.6848225126
888	0.6848225126
889	0.6848225126
890	0.6848225126
891	0.6848225126
892	0.6848235966
893	0.6848241151
894	0.6848241622
895	0.6848241622
896	0.6848241622
897	0.6848241622
898	0.6848236437
899	0.6848227483
900	0.6848227483
901	0.6848227483
902	0.6848227483
903	0.6848245392
904	0.6848245392
905	0.6848243036
906	0.6848243036
907	0.6848243036
908	0.684823738
909	0.6848242565
910	0.6848243507
911	0.6848243507
912	0.6848243507
913	0.6848243507
914	0.6848240208
915	0.6848222769
916	0.6848222769
917	0.6848222769
918	0.6848222769
919	0.684823361
920	0.6848232196
921	0.6848233138
922	0.6848225597
923	0.6848225597
924	0.6848225597
925	0.6848225597
926	0.6848225597
927	0.6848228425
928	0.6848228425
929	0.6848228425
930	0.6848228425
931	0.6848228425
932	0.6848228425
933	0.6848228425
934	0.6848228425
935	0.6848228425
936	0.6848228425
937	0.6848228425
938	0.6848228425
939	0.6848228425
940	0.6848228425
941	0.6848228425
942	0.6848228425
943	0.6848228425
944	0.6848228425
945	0.6848228425
946	0.6848237851
947	0.6848237851
948	0.6848236909
949	0.6848241622
950	0.6848240679
951	0.6848240679
952	0.6848243507
953	0.6848254819
954	0.6848252462
955	0.6848242565
956	0.6848271315
957	0.6848257175
958	0.6848247749
959	0.6848240679
960	0.6848233138
961	0.6848233138
962	0.6848221827
963	0.6848221827
964	0.6848221827
965	0.6848221827
966	0.6848221827
967	0.6848221827
968	0.6848221827
